CaseNo,Crime Type,Crime Category,Occurred On,Occurred Between,Block Address,Disposition,x,y
PD250033475,SHOPLIFTING,Property,9/15/2025 4:35 下午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250033973,THEFT FROM MOTOR VEHICLE,Property,9/15/2025 4:26 下午,9/15/2025 5:00 下午,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250033474,AGGRAVATED ASSAULT,Violent,9/15/2025 3:50 下午,,13000 MASONS BRIDGE RD,Arrest,11839883.62,6928572.657
PD250033469,SIMPLE ASSAULT,Violent,9/15/2025 2:19 下午,,10000 MONTROSE WAY,Exception,11765167.94,6972751.568
PD250033454,SIMPLE ASSAULT,Violent,9/15/2025 1:48 下午,,4000 MIDDLETON LOOP,Arrest,11817328.31,6902987.107
PD250033453,AGGRAVATED ASSAULT,Violent,9/15/2025 1:45 下午,,4200 AVON DR,Arrest,11815703.66,6906781.224
PD250033576,AGGRAVATED ASSAULT,Violent,9/15/2025 1:40 下午,,4700 LOCUST SHADE DR,Inactive,11811389.63,6879069.47
PD250033575,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/15/2025 1:30 下午,,12000 MARBLESTONE DR,Inactive,11810161.98,6930673.586
PD250033464,DRUG/NARCOTIC VIOLATION,Quality of Life,9/15/2025 1:20 下午,,17000 WOODS VIEW DR,Exception,11828158.44,6889188.731
PD250033444,SHOPLIFTING,Property,9/15/2025 12:47 下午,,2200 OLD BRIDGE RD,Inactive,11831030.99,6932398.073
PD250033440,SHOPLIFTING,Property,9/15/2025 12:00 下午,,14000 WORTH AVE,Arrest,11827066.63,6921188.149
PD250035763,IDENTITY THEFT,Property,9/15/2025 11:52 上午,,5000 DAVIS FORD RD,Exception,11808396.56,6933130.549
PD250033564,SHOPLIFTING,Property,9/15/2025 10:30 上午,,14000 CLOVERDALE RD,Arrest,11818933.9,6914769.915
PD250035396,THEFT FROM BUILDING,Property,9/15/2025 10:20 上午,,12000 DILLINGHAM SQ,Inactive,11820027.1,6934211.393
PD250033414,GAMBLING EQUIPMENT VIOLATION,Quality of Life,9/15/2025 9:45 上午,,8100 SUDLEY RD,Inactive,11764824.33,6968799.704
PD250033420,SIMPLE ASSAULT,Violent,9/15/2025 9:15 上午,,15000 HEATHCOTE BLVD,Unfounded,11729179.86,6983278.29
PD250033429,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/15/2025 9:00 上午,,8100 WINSTEAD PL,Inactive,11759602.54,6968000.257
PD250042025,WIRE FRAUD,Property,9/15/2025 9:00 上午,,7100 SANTA CRUZ PL,Active,11735970.26,6977924.662
PD250033407,SHOPLIFTING,Property,9/15/2025 8:23 上午,,14000 RICHMOND HWY,Exception,11836714.04,6921921.867
PD250033858,SIMPLE ASSAULT,Violent,9/15/2025 8:00 上午,,10000 WHARFDALE PL,Arrest,11729297.82,6975324.484
PD250033432,SIMPLE ASSAULT,Violent,9/15/2025 7:00 上午,,14000 BELLONA RD,Exception,11833881.1,6919374.546
PD250033408,SIMPLE ASSAULT,Violent,9/15/2025 5:37 上午,,12000 ABBEY KNOLL CT,Exception,11815803.42,6933964.469
PD250033399,DRUG/NARCOTIC VIOLATION,Quality of Life,9/15/2025 4:04 上午,,13000 MINNIEVILLE RD,Arrest,11829300.28,6929007.321
PD250033411,THEFT FROM MOTOR VEHICLE,Property,9/15/2025 4:04 上午,,10000 BRANDON WAY,Inactive,11768828.2,6973454.448
PD250033532,SIMPLE ASSAULT,Violent,9/15/2025 4:00 上午,,14000 CROSSING PL,Arrest,11829652.51,6923075.473
PD250033425,THEFT FROM MOTOR VEHICLE,Property,9/15/2025 3:00 上午,,2900 BIRCH CREEK CT,Inactive,11825238.99,6895686.587
PD250033413,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/15/2025 2:42 上午,,15000 POTOMAC TOWN PL,Inactive,11829103.28,6914598.003
PD250033398,INTIMIDATION,Violent,9/15/2025 2:25 上午,,17000 DUMFRIES RD,Arrest,11817123.08,6897750.478
PD250033396,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/15/2025 1:59 上午,,Somersworth Dr / Chadds Landing Way,Arrest,11780698.71,6973096.181
PD250033394,TRESPASS OF REAL PROPERTY,Quality of Life,9/15/2025 1:30 上午,,10000 DAVIDSON PL,Arrest,11763853.19,6973536.821
PD250033391,SHOPLIFTING,Property,9/15/2025 1:18 上午,,18000 FULLER HEIGHTS RD,Arrest,11815984.49,6883903.107
PD250033431,SHOPLIFTING,Property,9/15/2025 12:14 上午,,7400 OLD CENTREVILLE RD,Inactive,11779791.23,6973995.04
PD250033395,DRIVING UNDER THE INFLUENCE,Quality of Life,9/15/2025 12:00 上午,,Turtle Point Dr / Lake Manassas Dr,Arrest,11726278.61,6970114.564
PD250033511,TRESPASS OF REAL PROPERTY,Quality of Life,9/15/2025 12:00 上午,,1000 EXPRESS DR,Arrest,11840982.05,6926364.816
PD250033603,IDENTITY THEFT,Property,9/15/2025 12:00 上午,,4200 GLENDALE RD,Inactive,11815467.15,6922773.648
PD250036643,DISORDERLY CONDUCT,Quality of Life,9/15/2025 12:00 上午,9/19/2025 12:00 上午,13000 HAZELWOOD DR,Unfounded,11744744.1,6919972.114
PD250033387,SIMPLE ASSAULT,Violent,9/14/2025 11:44 下午,,1600 MAURICE DR,Inactive,11836507.77,6924775.058
PD250033386,SIMPLE ASSAULT,Violent,9/14/2025 10:59 下午,,18000 LOTUS CT,Arrest,11815734.72,6886245.985
PD250033376,DRUG/NARCOTIC VIOLATION,Quality of Life,9/14/2025 9:10 下午,,5000 PRINCE WILLIAM PKWY,Arrest,11808881.14,6932842.045
PD250033374,SIMPLE ASSAULT,Violent,9/14/2025 9:04 下午,,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250033380,SIMPLE ASSAULT,Violent,9/14/2025 8:40 下午,,15000 WIDEWATER DR,Unfounded,11810078.14,6907918.746
PD250033371,SIMPLE ASSAULT,Violent,9/14/2025 8:37 下午,,14000 GLADIOLUS CT,Inactive,11801633.62,6914200.029
PD250041895,SIMPLE ASSAULT,Violent,9/14/2025 8:00 下午,,3400 BEECHWOOD LN,Unfounded,11821160.82,6881741.551
PD250033436,THEFT FROM MOTOR VEHICLE,Property,9/14/2025 7:30 下午,9/15/2025 6:50 上午,17000 SLIGO LOOP,Inactive,11825222.46,6895010.815
PD250900514,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/14/2025 7:00 下午,10/2/2025 12:00 下午,8900 STABLE FOREST PL,Inactive,11740303.82,6962307.702
PD250033362,SIMPLE ASSAULT,Violent,9/14/2025 6:20 下午,,14000 ESSEX DR,Arrest,11832275.87,6919981.863
PD250033364,SIMPLE ASSAULT,Violent,9/14/2025 6:20 下午,,14000 ESSEX DR,Inactive,11832275.87,6919981.863
PD250033656,THEFT FROM MOTOR VEHICLE,Property,9/14/2025 6:00 下午,9/16/2025 5:00 上午,Gateway Center Dr,Inactive,11736471.89,6973590.251
PD250033367,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,9/14/2025 5:00 下午,,9000 RIBBON FALLS LOOP,Inactive,11752786.05,6960979.614
PD250033358,SIMPLE ASSAULT,Violent,9/14/2025 4:55 下午,,15000 JOHN DISKIN CIR,Arrest,11829424.11,6909350.994
PD250033352,DRUG/NARCOTIC VIOLATION,Quality of Life,9/14/2025 4:51 下午,,10000 AUTOMOTIVE DR,Arrest,11763240.29,6975729.43
PD250033350,SHOPLIFTING,Property,9/14/2025 4:46 下午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250033343,SHOPLIFTING,Property,9/14/2025 4:00 下午,,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250033334,SHOPLIFTING,Property,9/14/2025 3:10 下午,,9900 SOWDER VILLAGE SQ,Arrest,11758601.1,6953667.565
PD250033347,SHOPLIFTING,Property,9/14/2025 2:15 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250033331,SIMPLE ASSAULT,Violent,9/14/2025 2:10 下午,,18000 KILMER LN,Arrest,11820113.57,6888101.111
PD250033317,SHOPLIFTING,Property,9/14/2025 11:51 上午,,2200 OLD BRIDGE RD,Inactive,11831030.99,6932398.073
PD250033313,SIMPLE ASSAULT,Violent,9/14/2025 8:50 上午,,10000 CLARA BARTON DR,Inactive,11752323.13,6947124.084
PD250033308,TRESPASS OF REAL PROPERTY,Quality of Life,9/14/2025 5:10 上午,,10000 BATTLEVIEW PKWY,Arrest,11765191.44,6977258.936
PD250033307,SIMPLE ASSAULT,Violent,9/14/2025 3:55 上午,,8900 EVELYN DR,Arrest,11777763.91,6937766.269
PD250033304,SHOPLIFTING,Property,9/14/2025 3:51 上午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250033502,THEFT FROM MOTOR VEHICLE,Property,9/14/2025 3:00 上午,,Holly Creek Ct / Birch Creek Ct,Inactive,11825256.33,6895697.066
PD250033303,ROBBERY,Property,9/14/2025 2:47 上午,,10000 ORONOCO LN,Unfounded,11765953.5,6973548.83
PD250033310,MOTOR VEHICLE THEFT,Property,9/14/2025 2:45 上午,9/14/2025 9:00 上午,12000 LOTTE DR,Inactive,11836351.32,6931939.673
PD250037347,THEFT FROM BUILDING,Property,9/14/2025 2:12 上午,,14000 TELEGRAPH RD,Exception,11828466.91,6921607.155
PD250033298,SIMPLE ASSAULT,Violent,9/14/2025 1:15 上午,,14000 DARBYDALE AVE,Unfounded,11813045.78,6917469.588
PD250033300,DRIVING UNDER THE INFLUENCE,Quality of Life,9/14/2025 12:00 上午,,Lomond Dr / Lomond South Dr,Arrest,11772159.33,6969089.249
PD250033302,AGGRAVATED ASSAULT,Violent,9/14/2025 12:00 上午,,8000 CENTREVILLE RD,Inactive,11782193.71,6969737.844
PD250033339,SIMPLE ASSAULT,Violent,9/14/2025 12:00 上午,,14000 PICCOLO LN,Arrest,11833938.45,6918448.935
PD250033349,WIRE FRAUD,Property,9/14/2025 12:00 上午,,7900 RUGBY RD,Inactive,11785649.69,6971967.283
PD250033360,DRIVING UNDER THE INFLUENCE,Quality of Life,9/14/2025 12:00 上午,,12000 FITZWATER DR,Arrest,11727590.04,6947223.507
PD250033372,DISORDERLY CONDUCT,Quality of Life,9/14/2025 12:00 上午,,4100 GLENDALE RD,Arrest,11816689.68,6923794.978
PD250033375,DISORDERLY CONDUCT,Quality of Life,9/14/2025 12:00 上午,,7200 GATEWAY CT,Arrest,11768701.09,6977547.458
PD250033377,DISORDERLY CONDUCT,Quality of Life,9/14/2025 12:00 上午,,2000 TACKETTS VILLAGE SQ,Arrest,11832116.12,6930850.775
PD250033578,IDENTITY THEFT,Property,9/14/2025 12:00 上午,,2500 VANTAGE DR,Inactive,11829341.38,6909973.097
PD250033645,SIMPLE ASSAULT,Violent,9/14/2025 12:00 上午,,14000 TELEGRAPH RD,Unfounded,11828466.91,6921607.155
PD250033990,DRUG/NARCOTIC VIOLATION,Quality of Life,9/14/2025 12:00 上午,9/19/2025 12:00 上午,8800 RIXLEW LN,Exception,11766183.35,6964028.144
PD250900462,IDENTITY THEFT,Property,9/14/2025 12:00 上午,10/29/2025 9:05 上午,5500 ALTENBURY LOOP,Inactive,11732472.15,6982517.985
PD250033314,MOTOR VEHICLE THEFT,Property,9/13/2025 9:30 下午,,2300 VANTAGE DR,Inactive,11830387.14,6910242.34
PD250033283,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/13/2025 9:20 下午,,3400 BRADDOCK DR,Exception,11821668.49,6918845.264
PD250033284,SIMPLE ASSAULT,Violent,9/13/2025 9:14 下午,,13000 RICHMOND HWY,Arrest,11808907.66,6874800.458
PD250900282,CREDIT CARD/ATM FRAUD,Property,9/13/2025 7:53 下午,9/13/2025 7:53 下午,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250033280,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/13/2025 7:01 下午,,8400 HAIRE ST,Inactive,11782125,6941780.23
PD250033269,MURDER & NONNEGLIGENT MANSLAUGHTER,Violent,9/13/2025 6:59 下午,,13000 TELEGRAPH RD,Arrest,11830150.78,6929815.22
PD250033268,SHOPLIFTING,Property,9/13/2025 6:55 下午,,7400 STREAM WALK LN,Inactive,11761257.97,6974737.862
PD250033270,SIMPLE ASSAULT,Violent,9/13/2025 5:30 下午,,14000 POTOMAC MILLS RD,Inactive,11827370.4,6918526.736
PD250033449,SIMPLE ASSAULT,Violent,9/13/2025 5:00 下午,,4500 SHOTWELL CT,Arrest,11812803.77,6913340.179
PD250033296,SIMPLE ASSAULT,Violent,9/13/2025 4:00 下午,,9700 FAIRMONT AVE,Unfounded,11771151.95,6970293.658
PD250033254,SIMPLE ASSAULT,Violent,9/13/2025 3:58 下午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250033257,WIRE FRAUD,Property,9/13/2025 3:56 下午,,9600 KING GEORGE DR,Inactive,11772340.57,6971941.915
PD250033258,SIMPLE ASSAULT,Violent,9/13/2025 3:40 下午,,7600 CENTREVILLE RD,Exception,11782640.2,6972452.734
PD250033251,SHOPLIFTING,Property,9/13/2025 3:15 下午,,4000 PRINCE WILLIAM PKWY,Arrest,11816751.64,6927624.098
PD250033245,DRUG/NARCOTIC VIOLATION,Quality of Life,9/13/2025 3:08 下午,,7800 MEADOWGATE DR,Active,11789205.41,6927842.309
PD250034064,ALL OTHER LARCENY,Property,9/13/2025 3:00 下午,,12000 WINONA DR,Inactive,11823305.67,6936715.182
PD250035521,IDENTITY THEFT,Property,9/13/2025 2:05 下午,,13000 REVILLO LOOP,Inactive,11838659.99,6928031.205
PD250033242,AGGRAVATED ASSAULT,Violent,9/13/2025 1:45 下午,,15000 POTOMAC TOWN PL,Exception,11829103.28,6914598.003
PD250033236,ROBBERY,Property,9/13/2025 1:10 下午,,8300 SHOPPERS SQ,Inactive,11781208.18,6967300.48
PD250033274,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/13/2025 12:00 下午,9/13/2025 8:00 下午,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250033231,SHOPLIFTING,Property,9/13/2025 11:45 上午,,14000 FOULGER SQ,Inactive,11824058.53,6923431.34
PD250900278,SHOPLIFTING,Property,9/13/2025 11:43 上午,9/13/2025 11:47 上午,14000 FOULGER SQ,Inactive,11824058.53,6923431.34
PD250033224,SHOPLIFTING,Property,9/13/2025 10:06 上午,,14000 NOBLEWOOD PLZ,Inactive,11821396.16,6922470.489
PD250033301,THEFT FROM BUILDING,Property,9/13/2025 9:30 上午,9/13/2025 8:45 下午,15000 POTOMAC TOWN PL,Inactive,11829103.28,6914598.003
PD250033221,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/13/2025 8:50 上午,,3200 RIDGE VIEW CT,Exception,11823030.55,6935161.878
PD250033278,SIMPLE ASSAULT,Violent,9/13/2025 8:50 上午,,14000 POTOMAC TOWN PL,Arrest,11828906.64,6914876.465
PD250033250,SHOPLIFTING,Property,9/13/2025 8:06 上午,,4000 PRINCE WILLIAM PKWY,Arrest,11816751.64,6927624.098
PD250033220,SIMPLE ASSAULT,Violent,9/13/2025 7:30 上午,,14000 POTOMAC BRANCH DR,Inactive,11830340.16,6915751.841
PD250033215,ROBBERY,Property,9/13/2025 3:24 上午,,7300 SUDLEY RD,Arrest,11762829.74,6974639.599
PD250033249,SHOPLIFTING,Property,9/13/2025 3:00 上午,,8300 SUDLEY RD,Arrest,11767196.98,6966790.867
PD250033210,AGGRAVATED ASSAULT,Violent,9/13/2025 1:09 上午,,3600 STONEWALL MANOR DR,Arrest,11820683.98,6884321.052
PD250900285,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/13/2025 12:53 上午,9/13/2025 12:54 上午,5500 MAPLEDALE PLZ,Inactive,11806484.73,6925996.151
PD250033207,DISORDERLY CONDUCT,Quality of Life,9/13/2025 12:00 上午,,7500 CLEMSON CT,Arrest,11760879.19,6973446.493
PD250033208,DISORDERLY CONDUCT,Quality of Life,9/13/2025 12:00 上午,,7500 CLEMSON CT,Arrest,11760879.19,6973446.493
PD250033291,DRIVING UNDER THE INFLUENCE,Quality of Life,9/13/2025 12:00 上午,,10000 SUDLEY MANOR DR,Arrest,11769205.66,6972433.753
PD250033294,SIMPLE ASSAULT,Violent,9/13/2025 12:00 上午,9/13/2025 11:59 下午,13000 QUEENSDALE DR,Unfounded,11805847.07,6925384.91
PD250033434,ALL OTHER LARCENY,Property,9/13/2025 12:00 上午,9/13/2025 1:30 上午,2800 PRINCE WILLIAM PKWY,Unfounded,11826341.15,6922642.934
PD250033568,CREDIT CARD/ATM FRAUD,Property,9/13/2025 12:00 上午,,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250033200,THEFT FROM BUILDING,Property,9/12/2025 11:27 下午,,7800 BROOKVIEW CT,Inactive,11767078.5,6972276.039
PD250900286,THEFT FROM MOTOR VEHICLE,Property,9/12/2025 10:15 下午,9/15/2025 3:15 上午,10000 RAPIDAN LN,Inactive,11765596.63,6974021.428
PD250033194,SIMPLE ASSAULT,Violent,9/12/2025 9:59 下午,,9900 GARDENIA LN,Inactive,11758491.75,6954508.758
PD250033198,SIMPLE ASSAULT,Violent,9/12/2025 9:05 下午,,16000 NANTICOKE WAY,Exception,11826593.47,6901082.624
PD250033182,SIMPLE ASSAULT,Violent,9/12/2025 8:24 下午,,10000 PARADISE CT,Arrest,11765436.14,6972743.784
PD250900277,THEFT FROM MOTOR VEHICLE,Property,9/12/2025 8:00 下午,9/13/2025 9:30 上午,4000 TARPON LN,Inactive,11816369.08,6922829.168
PD250900301,THEFT FROM MOTOR VEHICLE,Property,9/12/2025 8:00 下午,9/14/2025 10:00 上午,1600 CARTER LN,Inactive,11836339.11,6927662.364
PD250033169,SHOPLIFTING,Property,9/12/2025 6:38 下午,,14000 WORTH AVE,Active,11827066.63,6921188.149
PD250033162,DRUG/NARCOTIC VIOLATION,Quality of Life,9/12/2025 5:50 下午,,7700 STREAM WALK LN,Arrest,11761991.4,6974388.77
PD250033168,SHOPLIFTING,Property,9/12/2025 5:37 下午,,10000 DAVIDSON PL,Inactive,11763853.19,6973536.821
PD250033174,SHOPLIFTING,Property,9/12/2025 5:32 下午,,8200 STONEWALL SHOPS SQ,Arrest,11724592.94,6969466.385
PD250033164,SHOPLIFTING,Property,9/12/2025 5:30 下午,,14000 WORTH AVE,Inactive,11827066.63,6921188.149
PD250033152,SHOPLIFTING,Property,9/12/2025 5:00 下午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250033156,SHOPLIFTING,Property,9/12/2025 4:56 下午,,2700 POTOMAC MILLS CIR,Arrest,11826041.73,6918486.143
PD250033154,SIMPLE ASSAULT,Violent,9/12/2025 4:54 下午,,1900 INGLEBROOK DR,Inactive,11834245.29,6931929.032
PD250033151,SHOPLIFTING,Property,9/12/2025 4:30 下午,,11000 SUDLEY MANOR DR,Arrest,11763143.7,6970932.753
PD250033146,ARSON,Property,9/12/2025 3:54 下午,,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250033144,TRESPASS OF REAL PROPERTY,Quality of Life,9/12/2025 3:46 下午,,14000 DINING WAY,Inactive,11828436.27,6915427.116
PD250033173,SIMPLE ASSAULT,Violent,9/12/2025 3:30 下午,,14000 SOAPSTONE DR,Inactive,11731351.09,6973503.773
PD250033142,SHOPLIFTING,Property,9/12/2025 3:26 下午,,13000 GATEWAY CENTER DR,Exception,11738631.13,6973200.128
PD250033628,SHOPLIFTING,Property,9/12/2025 3:00 下午,,9900 SOWDER VILLAGE SQ,Arrest,11758601.1,6953667.565
PD250033155,CREDIT CARD/ATM FRAUD,Property,9/12/2025 2:49 下午,,16000 TOMS RIVER LOOP,Inactive,11821880.84,6899136.039
PD250033138,SIMPLE ASSAULT,Violent,9/12/2025 2:45 下午,,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250033135,SHOPLIFTING,Property,9/12/2025 2:10 下午,9/12/2025 2:15 下午,14000 DINING WAY,Active,11828436.27,6915427.116
PD250033422,THEFT FROM BUILDING,Property,9/12/2025 2:00 下午,9/15/2025 7:00 上午,13000 HANSEN FARM RD,Inactive,11749991.93,6971260.722
PD250033733,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/12/2025 2:00 下午,,2300 CONTEST LN,Inactive,11735261.42,7015111.921
PD250900520,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,9/12/2025 1:22 下午,9/12/2025 2:21 下午,3600 WERTZ DR,Inactive,11817753.83,6910251.685
PD250033133,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/12/2025 12:45 下午,,15000 HEATHCOTE BLVD,Arrest,11729179.86,6983278.29
PD250033160,CREDIT CARD/ATM FRAUD,Property,9/12/2025 12:30 下午,9/12/2025 1:00 下午,12000 HARBOR DR,Inactive,11830480.27,6930263.803
PD250033159,ALL OTHER LARCENY,Property,9/12/2025 12:12 下午,,3000 CHOCTAW RIDGE CT,Inactive,11825082.9,6934305.424
PD250035352,WIRE FRAUD,Property,9/12/2025 12:10 下午,,1000 GARDENVIEW LOOP,Inactive,11833464.78,6924596.781
PD250033119,SHOPLIFTING,Property,9/12/2025 12:00 下午,,14000 DINING WAY,Arrest,11828436.27,6915427.116
PD250033118,STOLEN PROPERTY OFFENSE,Property,9/12/2025 11:57 上午,,13000 SMOKETOWN RD,Arrest,11821708.79,6929517.134
PD250033203,CREDIT CARD/ATM FRAUD,Property,9/12/2025 11:56 上午,,2600 NEABSCO COMMON PL,Inactive,11828048.88,6912758.202
PD250900280,CREDIT CARD/ATM FRAUD,Property,9/12/2025 11:34 上午,9/12/2025 11:35 上午,7700 QUAIL RUN LN,Inactive,11766309.3,6972749.122
PD250033112,SIMPLE ASSAULT,Violent,9/12/2025 10:15 上午,,13000 OCCOQUAN RD,Inactive,11837088.37,6929628.465
PD250033116,SIMPLE ASSAULT,Violent,9/12/2025 10:00 上午,,13000 OCCOQUAN RD,Unfounded,11837088.37,6929628.465
PD250033099,LIQUOR LAW VIOLATION,Quality of Life,9/12/2025 8:40 上午,,13000 WOODBRIDGE ST,Arrest,11838283.59,6927236.547
PD250033157,SIMPLE ASSAULT,Violent,9/12/2025 7:30 上午,,12000 FORT CRAIG DR,Active,11822138.6,6937080.131
PD250037319,DRUG/NARCOTIC VIOLATION,Quality of Life,9/12/2025 7:30 上午,9/12/2025 10:30 上午,13000 UNIVERSITY BLVD,Exception,11741982.31,6967839.8
PD250900431,HACKING/COMPUTER INVASION,Property,9/12/2025 6:30 上午,10/10/2025 6:30 下午,13000 GABLES GREEN WAY,Active,11744090.6,7004563.137
PD250033095,SIMPLE ASSAULT,Violent,9/12/2025 6:15 上午,,10000 BATTLEVIEW PKWY,Arrest,11765191.44,6977258.936
PD250033089,SIMPLE ASSAULT,Violent,9/12/2025 3:55 上午,,14000 BISMARK AVE,Unfounded,11823109.99,6919537.893
PD250033147,SHOPLIFTING,Property,9/12/2025 3:43 上午,,13000 GATEWAY CENTER DR,Arrest,11738631.13,6973200.128
PD250033209,MOTOR VEHICLE THEFT,Property,9/12/2025 2:11 上午,9/12/2025 7:00 下午,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250033084,SIMPLE ASSAULT,Violent,9/12/2025 1:22 上午,,5000 TWO CHIMNEYS CT,Arrest,11808369.06,6917272.427
PD250033111,THEFT FROM MOTOR VEHICLE,Property,9/12/2025 12:30 上午,,16000 OLD STAGE RD,Inactive,11817002.16,6898165.704
PD250033083,DRIVING UNDER THE INFLUENCE,Quality of Life,9/12/2025 12:00 上午,,Richmond Hwy / Neabsco Mills Rd,Arrest,11828661.46,6908227.535
PD250033100,MOTOR VEHICLE THEFT,Property,9/12/2025 12:00 上午,9/12/2025 7:00 上午,1900 OLD POST TER,Inactive,11833651.17,6912018.62
PD250033202,DRIVING UNDER THE INFLUENCE,Quality of Life,9/12/2025 12:00 上午,,Sudley Rd / Lomond Dr,Arrest,11764440.79,6969783.146
PD250033204,IDENTITY THEFT,Property,9/12/2025 12:00 上午,,8300 LEIGHLEX CT,Inactive,11782814.47,6967549.139
PD250033289,CREDIT CARD/ATM FRAUD,Property,9/12/2025 12:00 上午,9/12/2025 3:19 下午,1400 POTOMAC MILLS RD,Inactive,11826129.41,6916683.83
PD250033290,CREDIT CARD/ATM FRAUD,Property,9/12/2025 12:00 上午,9/12/2025 3:15 下午,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250033378,THEFT FROM BUILDING,Property,9/12/2025 12:00 上午,9/14/2025 12:00 上午,6900 NOVA WAY,Inactive,11762514.48,6977853.837
PD250036867,WIRE FRAUD,Property,9/12/2025 12:00 上午,,16000 STORMY DR,Active,11711794.13,6995802.73
PD250038985,AGGRAVATED ASSAULT,Violent,9/12/2025 12:00 上午,9/14/2025 12:00 上午,15000 CLOVERDALE RD,Active,11819262.79,6913813.061
PD250033079,SIMPLE ASSAULT,Violent,9/11/2025 11:45 下午,,15000 CHERRYDALE DR,Inactive,11820802.51,6913586.99
PD250033080,SIMPLE ASSAULT,Violent,9/11/2025 11:35 下午,,13000 TROWBRIDGE DR,Inactive,11816723.81,6927616.8
PD250033086,ALL OTHER LARCENY,Property,9/11/2025 11:00 下午,9/12/2025 12:00 上午,8200 SUDLEY RD,Inactive,11766787.97,6967116.694
PD250033074,SIMPLE ASSAULT,Violent,9/11/2025 10:25 下午,,8400 SUDLEY RD,Inactive,11767645.59,6966428.36
PD250033077,DRUG/NARCOTIC VIOLATION,Quality of Life,9/11/2025 10:20 下午,,2700 LANDINGS POINT LOOP,Arrest,11826857.59,6908095.272
PD250032979,DRUG/NARCOTIC VIOLATION,Quality of Life,9/11/2025 9:57 下午,,Prince William Pkwy / Lake Jackson Dr,Arrest,11782225.09,6951402.344
PD250033085,DRUG/NARCOTIC VIOLATION,Quality of Life,9/11/2025 9:31 下午,,3600 LA HARVE PL,Arrest,11819542.98,6939929.944
PD250033106,SHOPLIFTING,Property,9/11/2025 7:46 下午,,10000 SUDLEY MANOR DR,Arrest,11769205.66,6972433.753
PD250032976,SHOPLIFTING,Property,9/11/2025 7:35 下午,,4300 FORTUNA CENTER PLZ,Arrest,11816257.04,6902983.055
PD250032965,SIMPLE ASSAULT,Violent,9/11/2025 6:40 下午,,15000 BARNES MEADOWS CT,Arrest,11804106.69,6913847.103
PD250032967,SIMPLE ASSAULT,Violent,9/11/2025 6:00 下午,,15000 GAFFNEY CIR,Unfounded,11729099.2,6977161.85
PD250032963,DISORDERLY CONDUCT,Quality of Life,9/11/2025 5:50 下午,,13000 RICHMOND HWY,Arrest,11808907.66,6874800.458
PD250032956,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,9/11/2025 5:38 下午,,Darbydale Ave / Minnieville Rd,Inactive,11813495.55,6919561.414
